,index,SALE TYPE,PROP_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT,YR_BUILT,DAYS ON MARKET,PRICE_SQFT,HOA/MONTH,STATUS,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,ESCHOOL,HSCHOOL,BUS_COUNTS,FnB_COUNTS
1534,1658,MLS Listing,Condo/Co-op,1238 63rd St #432,Brooklyn,NY,11219.0,528000.0,1.0,1.0,Brooklyn,602.0,0.0,2021.0,44.0,877.0764119601329,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-432/home/189082803,BNYMLS,479048,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1535,1659,MLS Listing,Condo/Co-op,1238 63rd St #432,Brooklyn,NY,11219.0,528000.0,1.0,1.0,Brooklyn,602.0,0.0,2021.0,44.0,877.0764119601329,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-432/home/189082803,BNYMLS,479048,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1536,1660,MLS Listing,Condo/Co-op,1238 63rd St Unit D429,Brooklyn,NY,11219.0,599000.0,1.0,1.0,Brooklyn,621.0,0.0,2021.0,409.0,964.5732689210951,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-D429/home/185963287,BNYMLS,470907,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1538,1662,MLS Listing,Condo/Co-op,1238 63rd St Unit D345,Brooklyn,NY,11219.0,588000.0,1.0,1.0,Brooklyn,621.0,0.0,2021.0,409.0,946.8599033816425,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-D345/home/178954090,BNYMLS,470819,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1539,1663,MLS Listing,Condo/Co-op,1238 63rd St Unit D405,Brooklyn,NY,11219.0,559000.0,1.0,1.0,Brooklyn,690.0,0.0,2021.0,161.0,810.1449275362319,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-D-405/home/183056115,BNYMLS,476757,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1540,1664,MLS Listing,Condo/Co-op,1238 63rd St Unit D313,Brooklyn,NY,11219.0,758000.0,2.0,1.0,Brooklyn,811.0,0.0,2019.0,121.0,934.6485819975339,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-D-313/home/180402841,BNYMLS,477710,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1541,1665,MLS Listing,Condo/Co-op,1270 64th St Unit 1B,Brooklyn,NY,11219.0,758000.0,3.0,2.0,Brooklyn,783.0,0.0,2023.0,178.0,968.0715197956578,0.0,Active,https://www.redfin.com/NY/Brooklyn/1270-64th-St-11219/unit-1B/home/187054648,BNYMLS,476407,N,Y,40.626711,-74.0014936,1086.3524004755,1923.10152324422,513.112632781242,20.0,20.0,2.0,7.0
1542,1666,MLS Listing,Condo/Co-op,1270 64th St Unit 1A,Brooklyn,NY,11219.0,758000.0,3.0,2.0,Brooklyn,938.0,0.0,2023.0,178.0,808.1023454157782,0.0,Active,https://www.redfin.com/NY/Brooklyn/1270-64th-St-11219/unit-1A/home/187054135,BNYMLS,476406,N,Y,40.626711,-74.0014936,1086.3524004755,1923.10152324422,513.112632781242,20.0,20.0,2.0,7.0
1543,1667,MLS Listing,Condo/Co-op,1270 64th St Unit 3A,Brooklyn,NY,11219.0,798000.0,3.0,2.0,Brooklyn,948.0,0.0,2023.0,178.0,841.7721518987341,0.0,Active,https://www.redfin.com/NY/Brooklyn/1270-64th-St-11219/unit-3A/home/187055487,BNYMLS,476411,N,Y,40.626711,-74.0014936,1086.3524004755,1923.10152324422,513.112632781242,20.0,20.0,2.0,7.0
1544,1668,MLS Listing,Condo/Co-op,1270 64th St Unit 3B,Brooklyn,NY,11219.0,798000.0,3.0,2.0,Brooklyn,948.0,0.0,2023.0,178.0,841.7721518987341,0.0,Active,https://www.redfin.com/NY/Brooklyn/1270-64th-St-11219/unit-3B/home/187055240,BNYMLS,476409,N,Y,40.626711,-74.0014936,1086.3524004755,1923.10152324422,513.112632781242,20.0,20.0,2.0,7.0
1546,1670,MLS Listing,Condo/Co-op,1238 63rd St Unit D229,Brooklyn,NY,11219.0,798000.0,2.0,2.0,Brooklyn,1023.0,0.0,2021.0,383.0,780.0586510263929,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-D229/home/177473074,BNYMLS,471516,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1547,1671,MLS Listing,Condo/Co-op,1238 63rd St Unit D324,Brooklyn,NY,11219.0,798000.0,2.0,2.0,Brooklyn,1146.0,0.0,2021.0,75.0,696.3350785340314,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-D324/home/185963231,BNYMLS,478617,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1548,1672,MLS Listing,Condo/Co-op,1238 63rd St #336,Brooklyn,NY,11219.0,838000.0,2.0,2.0,Brooklyn,886.0,0.0,2021.0,207.0,945.823927765237,0.0,Active,https://www.redfin.com/NY/Brooklyn/1238-63rd-St-11219/unit-336/home/186216586,BNYMLS,475770,N,Y,40.6275896,-74.0016198,1020.74513599702,1797.99993220369,550.9144029404249,20.0,20.0,2.0,8.0
1550,1674,MLS Listing,Multi-Family,784 Mcdonald Ave,Brooklyn,NY,11218.0,1170000.0,6.0,2.0,Brooklyn,2090.0,1992.0,1925.0,363.0,559.8086124401914,0.0,Active,https://www.redfin.com/NY/Brooklyn/784-McDonald-Ave-11218/home/40795436,BNYMLS,472042,N,Y,40.6346616,-73.9781932,605.75294172028,2425.4354990857,213.800891726831,20.0,20.0,4.0,10.0
1551,1675,MLS Listing,Condo/Co-op,360 Ocean Pkwy Unit 5G,Brooklyn,NY,11218.0,399000.0,1.0,1.0,Brooklyn,850.0,0.0,1957.223290965304,97.0,469.4117647058824,0.0,Active,https://www.redfin.com/NY/Brooklyn/360-Ocean-Pkwy-11218/unit-5G/home/188555406,BNYMLS,478250,N,Y,40.6402658,-73.9739463,21.0160746248712,2785.16197204501,768.985028320518,20.0,20.0,5.0,63.0
1552,1676,MLS Listing,Condo/Co-op,488 Ocean Pkwy Unit 2E,Brooklyn,NY,11218.0,399000.0,1.0,1.0,Brooklyn,850.0,0.0,1958.0,5.0,469.4117647058824,0.0,Active,https://www.redfin.com/NY/Brooklyn/488-Ocean-Pkwy-11218/unit-2E/home/40660182,BNYMLS,479882,N,Y,40.6365448,-73.9735446,54.472405440274,2865.66851078194,518.89298044298,20.0,20.0,5.0,33.0
1553,1677,MLS Listing,Condo/Co-op,510 Ocean Pkwy Unit 4D,Kensington (brooklyn),NY,11218.0,349000.0,1.0,1.0,Ocean Parkway Corp,800.0,0.0,1931.0,110.0,436.25,958.0,Active,https://www.redfin.com/NY/Brooklyn/510-Ocean-Pkwy-11218/unit-4D/home/40650600,OneKey® MLS as Distributed by MLS Grid,3513679,N,Y,40.6358249,-73.973308,43.260745318046304,2910.32709732406,543.174028831851,20.0,20.0,7.0,32.0
1554,1678,MLS Listing,Condo/Co-op,510 Ocean Pkwy Unit 3J,Brooklyn,NY,11218.0,448000.0,2.0,1.0,Brooklyn,800.0,0.0,1957.223290965304,198.0,560.0,0.0,Active,https://www.redfin.com/NY/Brooklyn/510-Ocean-Pkwy-11218/unit-3j/home/186333192,BNYMLS,475976,N,Y,40.6358249,-73.973308,43.260745318046304,2910.32709732406,543.174028831851,20.0,20.0,7.0,32.0
1555,1679,MLS Listing,Condo/Co-op,495 East 7th St Unit 3K,Brooklyn,NY,11218.0,390000.0,1.0,1.0,Brooklyn,700.0,0.0,1962.0,17.0,557.1428571428571,0.0,Active,https://www.redfin.com/NY/Brooklyn/495-E-7th-St-11218/unit-3K/home/40650754,BNYMLS,479649,N,Y,40.6398095,-73.9717539,158.900283780933,3027.94808719836,890.5143807376979,20.0,20.0,5.0,60.0
1556,1680,MLS Listing,Single Family Residential,360 E 9th St,Brooklyn,NY,11218.0,1290000.0,8.0,3.0,Brooklyn,1486.0,2200.0,1925.0,183.0,868.1022880215343,0.0,Active,https://www.redfin.com/NY/Brooklyn/360-E-9th-St-11218/home/40794685,BNYMLS,476310,N,Y,40.6399343,-73.9702501,327.152095583474,3195.50943265986,722.716594205788,20.0,20.0,6.0,51.0
1557,1681,MLS Listing,Single Family Residential,215 E 9th St,Brooklyn,NY,11216.0,1495000.0,3.0,2.5,Brooklyn,1960.0,800.0,1910.0,108.0,762.7551020408164,0.0,Active,https://www.redfin.com/NY/Brooklyn/215-E-9th-St-11218/home/40793597,BNYMLS,478004,N,Y,40.6432474,-73.9704442,374.75104106101907,3216.57253361031,672.494933100736,20.0,20.0,7.0,65.0
1558,1682,MLS Listing,Multi-Family,748 E 4th St,Kensington (brooklyn),NY,11218.0,1898000.0,7.0,2.5,Kensington (Brooklyn),1820.9035045607297,2867.0,1925.0,294.0,1042.3396930403892,0.0,Active,https://www.redfin.com/NY/Brooklyn/748-E-4th-St-11218/home/40795308,OneKey® MLS as Distributed by MLS Grid,3474867,N,Y,40.6338947,-73.9748991,258.944558634034,2808.98204597795,489.08363520736094,20.0,20.0,6.0,17.0
1559,1683,MLS Listing,Multi-Family,122 Beverly Rd,Brooklyn,NY,11218.0,1600000.0,6.0,2.0,Brooklyn,1820.9035045607297,1626.0,1957.223290965304,475.0,878.6846727421616,0.0,Active,https://www.redfin.com/NY/Brooklyn/122-Beverley-Rd-11218/home/40793981,BNYMLS,468819,N,Y,40.642651,-73.9784919,471.89971752115696,2319.17425293376,242.938254397644,20.0,20.0,10.0,50.0
1573,1698,MLS Listing,Multi-Family,822 53rd St,Brooklyn,NY,11220.0,1180000.0,4.0,2.5,Brooklyn,1820.9035045607297,1300.0,1915.0,257.0,648.0299461473442,0.0,Active,https://www.redfin.com/NY/Brooklyn/822-53rd-St-11220/home/40805718,BNYMLS,474632,N,Y,40.6389414,-74.0049998,1240.46800196909,681.66834169756,939.6798112083139,20.0,20.0,7.0,52.0
1574,1699,MLS Listing,Multi-Family,820A 53rd St,Brooklyn,NY,11220.0,1180000.0,4.0,2.5,Brooklyn,1820.9035045607297,1300.0,1915.0,257.0,648.0299461473442,0.0,Active,https://www.redfin.com/NY/Brooklyn/820A-53rd-St-11220/home/184628976,BNYMLS,474633,N,Y,40.6389697,-74.0050285,1236.40800610132,684.179360776365,939.664303930378,20.0,20.0,7.0,52.0
1587,1712,MLS Listing,Condo/Co-op,858 54th St Unit 4C,Brooklyn,NY,11220.0,550000.0,2.0,1.5,Brooklyn,606.0,0.0,2004.0,54.0,907.5907590759076,0.0,Active,https://www.redfin.com/NY/Brooklyn/858-54th-St-11220/unit-4C/home/40656673,BNYMLS,478896,N,Y,40.6378542,-74.0047988,1260.0680446441,703.561638171484,872.3383386611341,20.0,20.0,6.0,47.0
1589,1714,MLS Listing,Condo/Co-op,844 50th St Unit 5A,Sunset Park,NY,11220.0,688000.0,3.0,2.0,Condo,982.0,0.0,2002.0,226.0,700.6109979633401,402.0,Active,https://www.redfin.com/NY/Brooklyn/844-50th-St-11220/unit-5A/home/40642787,OneKey® MLS as Distributed by MLS Grid,3489759,N,Y,40.6403284,-74.0028134,1057.45198990068,440.081007227208,951.149735559794,20.0,20.0,3.0,42.0
1590,1715,MLS Listing,Multi-Family,1068 51 St,Brooklyn,NY,11219.0,2100000.0,6.0,2.5,Brooklyn,2720.0,3005.0,1925.0,1617.0,772.0588235294117,0.0,Active,https://www.redfin.com/NY/Brooklyn/1068-51st-St-11219/home/40805347,BNYMLS,433257,N,Y,40.6366874,-73.9984062,1625.92327683206,443.051024307834,407.296747257542,20.0,20.0,8.0,25.0
1591,1716,MLS Listing,Multi-Family,943 50th St,Brooklyn,NY,11219.0,1890000.0,7.0,3.0,Brooklyn,2750.0,2504.0,1920.0,126.0,687.2727272727273,0.0,Active,https://www.redfin.com/NY/Brooklyn/943-50th-St-11219/home/40804962,BNYMLS,477609,N,Y,40.6392461,-74.0002341,1294.097576257,156.013744153378,704.023584339282,20.0,20.0,5.0,38.0
1592,1717,MLS Listing,Multi-Family,911 48th St,Brooklyn,NY,11219.0,2100000.0,6.0,3.0,Brooklyn,2680.0,2504.0,1925.0,908.0,783.5820895522388,0.0,Active,https://www.redfin.com/NY/Brooklyn/911-48th-St-11219/home/40804086,BNYMLS,455042,N,Y,40.64087,-73.999808,1099.91766222204,198.938307652563,612.736478494142,20.0,20.0,7.0,36.0
1593,1718,MLS Listing,Condo/Co-op,4711 8th Ave Unit 2B,Brooklyn,NY,11220.0,560000.0,3.0,1.0,Brooklyn,622.0,0.0,2009.0,72.0,900.3215434083602,0.0,Active,https://www.redfin.com/NY/Brooklyn/4711-8th-Ave-11220/unit-2B/home/40916395,BNYMLS,478698,N,Y,40.6423834,-74.002033,792.300465214312,524.32307989205,886.9824266751059,20.0,20.0,6.0,59.0
1635,1761,MLS Listing,Condo/Co-op,45 W 110 St Unit 1F,New York,NY,10026.0,675000.0,3.0,1.0,"45-53 W 110th St., Hdfc",1000.0,0.0,1902.0,8.0,675.0,974.0,Active,https://www.redfin.com/NY/New-York/45-W-110th-St-10026/unit-1-F/home/187460602,OneKey® MLS as Distributed by MLS Grid,H6289018,N,Y,40.7981229,-73.951445,48.775805372417295,1147.06758270831,146.162207034878,3.0,3.0,24.0,48.0
1656,1786,MLS Listing,Condo/Co-op,1020 Grand Concourse Unit 14D,Bronx,NY,10451.0,279900.0,1.0,1.0,Executive Towers,900.0,0.0,1963.0,46.0,311.0,1237.0,Active,https://www.redfin.com/NY/Bronx/1020-Grand-Concourse-10451/unit-14D/home/189065114,OneKey® MLS as Distributed by MLS Grid,H6282970,N,Y,40.8301222,-73.9202611,449.028496296804,1906.53466434529,573.832917626112,9.0,9.0,23.0,15.0
1657,1787,MLS Listing,Condo/Co-op,1020 Grand Concourse Unit 22S,Bronx,NY,10451.0,375000.0,2.0,1.0,Executive Towers,1000.0,0.0,1963.0,37.0,375.0,1398.0,Active,https://www.redfin.com/NY/Bronx/1020-Grand-Concourse-10451/unit-22S/home/189150063,OneKey® MLS as Distributed by MLS Grid,H6284508,N,Y,40.8301222,-73.9202611,449.028496296804,1906.53466434529,573.832917626112,9.0,9.0,23.0,15.0
1658,1788,MLS Listing,Condo/Co-op,941 Jerome Ave Unit 12F,Bronx,NY,10452.0,155000.0,1.0,1.0,Jerome Ave Owners Hdfc,650.0,0.0,1927.0,175.0,238.46153846153845,811.0,Active,https://www.redfin.com/NY/Bronx/941-Jerome-Ave-10452/unit-12F/home/44602084,OneKey® MLS as Distributed by MLS Grid,H6264665,N,Y,40.8305295,-73.9279008,38.498267647823106,2018.40012462029,438.443890791028,9.0,9.0,13.0,10.0
1659,1789,MLS Listing,Condo/Co-op,941 Jerome Ave Unit 11D,Bronx,NY,10452.0,125000.0,0.0,1.0,Jerome Ave Owners Hdfc,475.0,0.0,1927.0,96.0,263.1578947368421,579.0,Active,https://www.redfin.com/NY/Bronx/941-Jerome-Ave-10452/unit-11D/home/44763832,OneKey® MLS as Distributed by MLS Grid,H6267377,N,Y,40.8305295,-73.9279008,38.498267647823106,2018.40012462029,438.443890791028,9.0,9.0,13.0,10.0
1660,1790,MLS Listing,Condo/Co-op,1075 Grand Concourse Unit AL,Bronx,NY,10452.0,269999.0,1.0,1.0,1075 Grand Concourse,900.0,0.0,1928.0,95.0,299.99888888888887,950.0,Active,https://www.redfin.com/NY/The-Bronx/1075-Grand-Concourse-10452/unit-AL/home/53615770,OneKey® MLS as Distributed by MLS Grid,H6278337,N,Y,40.8315193,-73.9202949,362.47730396600303,1901.11748316851,390.36746445452894,9.0,9.0,22.0,15.0
1661,1791,MLS Listing,Condo/Co-op,1075 Grand Concourse Unit 3C,Bronx,NY,10452.0,184500.0,1.0,1.0,1075 Grand Concourse,1820.9035045607297,0.0,1928.0,471.0,101.32332632558051,992.0,Active,https://www.redfin.com/NY/The-Bronx/1075-Grand-Concourse-10452/unit-3C/home/167043009,OneKey® MLS as Distributed by MLS Grid,3441530,N,Y,40.8320496,-73.9207806,281.437448989989,1957.44998786603,363.361839634326,9.0,9.0,23.0,15.0
1662,1792,MLS Listing,Single Family Residential,977 Woodycrest Ave,Bronx,NY,10452.0,499888.0,0.0,0.0,Bronx,2800.0,2911.0,1901.0,15.0,178.53142857142856,0.0,Active,https://www.redfin.com/NY/Bronx/977-Woodycrest-Ave-10452/home/44725318,BNYMLS,479679,N,Y,40.8322683,-73.9285996,284.922661572742,1884.4307972875,700.304878677192,9.0,9.0,11.0,12.0
1663,1793,MLS Listing,Condo/Co-op,1045 Anderson Ave Unit 3D,Bronx,NY,10452.0,160000.0,1.0,1.0,Anderson Ave Coop -Ny Co,671.0,0.0,1931.0,32.0,238.45007451564828,664.0,Active,https://www.redfin.com/NY/Bronx/1045-Anderson-Ave-10452/unit-3D/home/144923916,OneKey® MLS as Distributed by MLS Grid,H6283726,N,Y,40.8333501,-73.9266592,184.292186266278,1947.99389010934,668.044287900544,9.0,9.0,13.0,13.0
1666,1796,MLS Listing,Single Family Residential,1273 Union Ave,Bronx,NY,10459.0,749000.0,3.0,1.5,BRONX,2133.0,4530.0,1901.0,6.0,351.1486169714018,0.0,Active,https://www.redfin.com/NY/Bronx/1273-Union-Ave-10459/home/44728847,OneKey® MLS as Distributed by MLS Grid,H6289312,N,Y,40.8306201,-73.8988143,592.534564364095,503.362185174982,779.074655009556,9.0,9.0,11.0,1.0
1667,1797,MLS Listing,Condo/Co-op,757 E 169th St Unit 2B,Bronx,NY,10456.0,110000.0,2.0,1.0,757 E 169th St Hsing Dev,700.0,0.0,1926.0,110.0,157.14285714285714,806.0,Active,https://www.redfin.com/NY/Bronx/757-E-169th-St-10456/unit-2B/home/188218612,OneKey® MLS as Distributed by MLS Grid,H6276202,N,Y,40.8310613,-73.8998364,565.840179918805,379.64348514244097,901.18366087895,9.0,9.0,11.0,1.0
1668,1798,MLS Listing,Condo/Co-op,757 E 169th St Unit 2A,Bronx,NY,10456.0,120000.0,2.0,1.0,757 East 169 Street Hdfc,1100.0,0.0,1926.0,290.0,109.0909090909091,1262.0,Active,https://www.redfin.com/NY/Bronx/757-E-169th-St-10456/unit-2A/home/179156744,OneKey® MLS as Distributed by MLS Grid,H6241422,N,Y,40.8310613,-73.8998364,565.840179918805,379.64348514244097,901.18366087895,9.0,9.0,11.0,1.0
1669,1799,MLS Listing,Multi-Family,1266 Findlay Ave,Bronx,NY,10456.0,839000.0,6.0,3.0,BRONX,1820.9035045607297,1650.0,1970.0,46.0,460.760275269171,0.0,Active,https://www.redfin.com/NY/Bronx/1266-Findlay-Ave-10456/home/44743932,OneKey® MLS as Distributed by MLS Grid,3523462,N,Y,40.8340749,-73.9113421,499.531798572349,986.4403951831181,791.398719876452,9.0,9.0,19.0,7.0
1670,1800,MLS Listing,Multi-Family,1270 Findlay Ave,Malden On Huds,NY,10456.0,759000.0,5.0,3.5,Malden On Huds,1820.9035045607297,1650.0,1899.0,18.0,416.8260416320629,0.0,Active,https://www.redfin.com/NY/Bronx/1270-Findlay-Ave-10456/home/44745773,OneKey® MLS as Distributed by MLS Grid,3528795,N,Y,40.8341454,-73.9112962,487.976586035184,985.9645970643619,794.605347457976,9.0,9.0,19.0,6.0
1671,1801,MLS Listing,Condo/Co-op,1259 Grant Ave Unit 3A,Bronx,NY,10456.0,194900.0,2.0,1.0,Solara,866.0,0.0,2008.0,239.0,225.05773672055426,866.0,Active,https://www.redfin.com/NY/Bronx/1259-Grant-Ave-10456/unit-3A/home/44768948,OneKey® MLS as Distributed by MLS Grid,H6248105,N,Y,40.8344217,-73.914718,724.72301736457,1355.30422458079,425.248128851264,9.0,9.0,22.0,11.0
1672,1802,MLS Listing,Multi-Family,1316 Clay Ave,Bronx,NY,10456.0,600000.0,0.0,0.0,BRONX,2382.0,1520.0,1910.0,26.0,251.88916876574308,0.0,Active,https://www.redfin.com/NY/Bronx/1316-Clay-Ave-10456/home/189499001,OneKey® MLS as Distributed by MLS Grid,H6285171,N,Y,40.834559,-73.909098,365.509847566824,802.9814805552751,846.8665309321769,9.0,9.0,16.0,5.0
1673,1803,MLS Listing,Condo/Co-op,1275 Grant Ave Unit 8A,Bronx,NY,10456.0,175000.0,2.0,1.0,Solana,866.0,0.0,2010.0,110.0,202.07852193995382,833.0,Active,https://www.redfin.com/NY/Bronx/1275-Grant-Ave-10456/unit-8A/home/44806615,OneKey® MLS as Distributed by MLS Grid,H6276286,N,Y,40.8349989,-73.9144424,655.278463428296,1302.79368468797,480.284589019656,9.0,9.0,23.0,11.0
1674,1804,MLS Listing,Condo/Co-op,1275 Grant Ave Unit 3G,Bronx,NY,10456.0,190000.0,2.0,1.0,The Solara,900.0,0.0,2010.0,277.0,211.11111111111111,837.0,Active,https://www.redfin.com/NY/Bronx/1275-Grant-Ave-10456/unit-3G/home/44806109,OneKey® MLS as Distributed by MLS Grid,H6214893,N,Y,40.8349989,-73.9144424,655.278463428296,1302.79368468797,480.284589019656,9.0,9.0,23.0,11.0
1675,1805,MLS Listing,Multi-Family,1335 Clay Ave,Bronx,NY,10456.0,999000.0,7.0,4.0,BRONX,3060.0,1616.0,2007.0,1.0,326.47058823529414,0.0,Active,https://www.redfin.com/NY/Bronx/1335-Clay-Ave-10456/home/44743058,OneKey® MLS as Distributed by MLS Grid,H6289253,N,Y,40.8354736,-73.9090653,230.984208077619,885.0409858686991,742.167516419606,9.0,9.0,18.0,5.0
1676,1806,MLS Listing,Multi-Family,118 Rockwood St,Bronx,NY,10452.0,999000.0,8.0,3.0,BRONX,2580.0,1864.0,1901.0,76.0,387.2093023255814,0.0,Active,https://www.redfin.com/NY/Bronx/118-Rockwood-St-10452/home/44742077,OneKey® MLS as Distributed by MLS Grid,H6280327,N,Y,40.8418333,-73.9133975,430.172510733082,356.710464184392,371.878195636752,9.0,9.0,14.0,8.0
1677,1807,MLS Listing,Multi-Family,239 E 173rd St,Bronx,NY,10457.0,949999.0,8.0,3.0,BRONX,2565.0,1067.0,2008.0,136.0,370.3699805068226,0.0,Active,https://www.redfin.com/NY/Bronx/239-E-173rd-St-10457/home/44766949,OneKey® MLS as Distributed by MLS Grid,H6272265,N,Y,40.8437649,-73.9072968,163.538766315165,418.094642524014,445.653574929813,9.0,9.0,13.0,8.0
1678,1808,MLS Listing,Multi-Family,241 E 173rd St,Bronx,NY,10457.0,949999.0,8.0,3.0,BRONX,2565.0,1067.0,2008.0,136.0,370.3699805068226,0.0,Active,https://www.redfin.com/NY/Bronx/241-E-173rd-St-10457/home/44805588,OneKey® MLS as Distributed by MLS Grid,H6272252,N,Y,40.8438104,-73.9072377,170.651537276314,425.377746699198,445.697962896806,9.0,9.0,12.0,8.0
1680,1811,MLS Listing,Multi-Family,1827 Topping Ave,Bronx,NY,10457.0,1100000.0,0.0,0.0,BRONX,3008.0,1725.0,1899.0,124.0,365.6914893617021,0.0,Active,https://www.redfin.com/NY/Bronx/1827-Topping-Ave-10457/home/44711844,OneKey® MLS as Distributed by MLS Grid,H6273977,N,Y,40.84736,-73.9058189,488.046547921392,815.286204091557,453.65729008457697,9.0,9.0,11.0,10.0
1682,1813,MLS Listing,Condo/Co-op,1855 Grand Concourse #44,Bronx,NY,10453.0,259900.0,2.0,1.0,1855 Grand Concourse Own,1111.0,0.0,1936.0,207.0,233.93339333933395,1074.0,Active,https://www.redfin.com/NY/Bronx/1855-Grand-Concourse-10453/unit-44/home/186214837,OneKey® MLS as Distributed by MLS Grid,H6260716,N,Y,40.8485347,-73.9074763,588.096339913569,844.068382227149,372.63779076849505,9.0,9.0,17.0,12.0
1683,1814,MLS Listing,Condo/Co-op,1855 Grand Concourse #64,Bronx,NY,10453.0,284000.0,2.0,1.0,BRONX,1111.0,0.0,1936.0,204.0,255.62556255625563,1031.0,Active,https://www.redfin.com/NY/Bronx/1855-Grand-Concourse-10453/unit-64/home/44800750,OneKey® MLS as Distributed by MLS Grid,H6260345,N,Y,40.8485347,-73.9074763,588.096339913569,844.068382227149,372.63779076849505,9.0,9.0,17.0,12.0
1684,1815,MLS Listing,Condo/Co-op,1855 Grand Concourse #65,Bronx,NY,10453.0,349000.0,2.0,2.0,1855 Grand Concourse Own,1440.0,0.0,1936.0,32.0,242.36111111111111,1197.0,Active,https://www.redfin.com/NY/Bronx/1855-Grand-Concourse-10453/unit-65/home/189410642,OneKey® MLS as Distributed by MLS Grid,H6283976,N,Y,40.8485347,-73.9074763,588.096339913569,844.068382227149,372.63779076849505,9.0,9.0,17.0,12.0
1688,1819,MLS Listing,Condo/Co-op,1177 Anderson Ave Unit 2D,Bronx,NY,10452.0,99000.0,1.0,1.0,1175 77 85 Anderson Ave,850.0,0.0,1929.0,101.0,116.47058823529412,719.0,Active,https://www.redfin.com/NY/Bronx/1177-Anderson-Ave-10452/unit-2D/home/188515137,OneKey® MLS as Distributed by MLS Grid,H6277512,N,Y,40.83645,-73.924271,240.725485345278,1799.58097228555,346.682214090616,9.0,9.0,12.0,6.0
1691,1822,MLS Listing,Condo/Co-op,1185 Anderson Ave Unit 1C,Bronx,NY,10452.0,99000.0,1.0,1.0,1177 75 85 Anderson Ave,859.0,0.0,1929.0,87.0,115.25029103608847,720.0,Active,https://www.redfin.com/NY/The-Bronx/1185-Anderson-Ave-10452/unit-1C/home/53615094,OneKey® MLS as Distributed by MLS Grid,H6279159,N,Y,40.8366582,-73.9239492,269.99259302851,1752.67023721963,328.241971935195,9.0,9.0,12.0,6.0
1692,1823,MLS Listing,Condo/Co-op,1200 Woodycrest Ave Unit 2D,Bronx,NY,10452.0,110000.0,1.0,1.0,Woodycrest Gardens Hdfc,850.0,0.0,1936.0,17.0,129.41176470588235,900.0,Active,https://www.redfin.com/NY/Bronx/1200-Woodycrest-Ave-10452/unit-2D/home/189605490,OneKey® MLS as Distributed by MLS Grid,H6286854,N,Y,40.8366842,-73.9246385,281.958228124128,1814.04486103031,398.066734072184,9.0,9.0,12.0,6.0
1693,1824,MLS Listing,Condo/Co-op,1015 Anderson Ave Unit 3C,Bronx,NY,10452.0,120000.0,1.0,1.0,1015 Anderson Avenue Hdf,775.0,0.0,1922.0,44.0,154.83870967741936,860.0,Active,https://www.redfin.com/NY/Bronx/1015-Anderson-10452/unit-3C/home/189081905,OneKey® MLS as Distributed by MLS Grid,H6283313,N,Y,40.8376318,-73.9212858,501.255772303456,1428.46597196085,308.4816585368,9.0,9.0,15.0,8.0
1694,1825,MLS Listing,Condo/Co-op,1219 Nelson Ave Unit 1219D,Bronx,NY,10452.0,349999.0,3.0,2.0,Highbridge Heights Condo,941.0,0.0,2005.0,13.0,371.94367693942615,0.0,Active,https://www.redfin.com/NY/Bronx/1219-Nelson-Ave-10452/unit-1219D/home/44763624,OneKey® MLS as Distributed by MLS Grid,H6288074,N,Y,40.8382329,-73.925212,123.714696898694,1756.47127440453,580.87488686465,9.0,9.0,10.0,6.0
